 Unnamed: 0                    CODIGO                                      DISCRIPCION           MARCA      GRUPO  UNIDA    COSTO      P-A     P-B
        NaN                    2522-3                                   HULAHULACHICO.            H.F.    JUGUETE    NaN    0.000   0.4700   0.460
        NaN                    2544-1                          COLLARESDECOLORESCHICOS             NaN      HOGAR    NaN    0.000   0.1000   0.090
        NaN                   2544-1A                          COLLARESDECOLORESGRANDE             NaN      HOGAR    NaN    0.000   0.1000   0.097
        NaN                    2544-2                                  CORBATADEFIESTA             NaN     FIESTA    NaN    0.000   0.1500   0.140
        NaN                    2544-3                               SOMBRERODEFTA/ESC.             NaN      HOGAR    NaN    0.000   0.4200   0.410
        NaN                 2544-3J-0                        SOMBREROSPLAST.ESC.NORMAL              HF      HOGAR    NaN    0.350   0.4400   0.420
        NaN                 2544-3J-1                        SOMBREROSPLAST.ESC.DORADO              HF      HOGAR    NaN    0.350   0.4400   0.420
        NaN                 2544-3J-2                          SOMBREROSPLAST.ESC.ROJO              HF      HOGAR    NaN    0.350   0.4400   0.420
        NaN                 2544-3J-3                      SOMBREROSPLAST.ESC.PLATIADO              HF      HOGAR    NaN    0.350   0.4400   0.420
        NaN                 2544-3J-4                          SOMBREROSPLAST.ESC.AZUL              HF      HOGAR    NaN    0.350   0.4400   0.420
        NaN                 2544-3J-5                         SOMBREROSPLAST.ESC.NEGRO              HF      HOGAR    NaN    0.350   0.4400   0.420
        NaN                 2544-3J-6                        SOMBREROSPLAST.ESC.FUCSIA              HF      HOGAR    NaN    0.350   0.4400   0.420
        NaN                 2544-3Y-0                         SOMBREROSESC.IRISSURTIDO              HF      HOGAR    NaN    0.000   0.4700   0.460
        NaN                 2544-3Y-1                         SOMBREROSESC.IRIS.V.CAÑA              HF      HOGAR    NaN    0.000   0.4700   0.460
        NaN                 2544-3Y-2                        SOMBREROSESC.IRIS.NARANJA              HF      HOGAR    NaN    0.000   0.4700   0.460
        NaN                 2544-3Y-3                            SOMBREROSESC.IRISAZUL              HF      HOGAR    NaN    0.000   0.4700   0.460
        NaN                 2544-3Y-4                    SOMBREROSESC.IRIS.VERDEPASTEL              HF      HOGAR    NaN    0.000   0.4700   0.460
        NaN                 2544-3Y-5                         SOMBREROSESC.IRIS,MORADO              HF      HOGAR    NaN    0.000   0.4700   0.460
        NaN                 2544-3Y-6                         SOMBREROSESC.IRIS.ROSADO              HF      HOGAR    NaN    0.000   0.4700   0.460
        NaN                    2544-4                            SOMBRERODEFTA/SURTIDO             NaN     FIESTA    NaN    0.000   0.3700   0.360
        NaN                   2544-4B                        SOMBRERODEFTA/FLUORECENTE              HF     FIESTA    NaN    0.290   0.3700   0.360
        NaN                   2544-4H                        SOMBRERODEFTA/FLUORECENTE              HF     FIESTA    NaN    0.290   0.3700   0.360
        NaN                   2544-4L                        SOMBRERODEFTA/FLUORECENTE              HF     FIESTA    NaN    0.290   0.3700   0.360
        NaN                   2544-4M                        SOMBRERODEFTA/FLUORECENTE              HF     FIESTA    NaN    0.290   0.3700   0.360
        NaN                   2544-4O                        SOMBRERODEFTA/FLUORECENTE              HF     FIESTA    NaN    0.290   0.3700   0.360
        NaN                   2544-4R                        SOMBRERODEFTA/FLUORECENTE              HF     FIESTA    NaN    0.290   0.3700   0.360
        NaN                   2544-4Z                        SOMBRERODEFTA/FLUORECENTE              HF     FIESTA    NaN    0.290   0.3700   0.360
        NaN                     25653                                        JUEGODETE              HF      HOGAR    NaN    0.000   1.0600   1.050
        NaN                  25852-PP                        CAJITASDEBOLITASDEPINPON.              HF    JUGUETE    NaN    0.000   0.2300   0.220
        NaN                  25852-QP                                RAQUETASDEPINPÒN.              HF        NaN    NaN    0.850   0.9300   0.910
        NaN                  25852-TS                                    SOGADESALTAR.              HF        NaN    NaN    0.000   0.3500   0.330
        NaN                      2588                                          ESCOBAS             NaN        NaN    NaN    0.000   1.1500   1.140
        NaN                    2588GZ                                    PALODEESCOBAS             NaN        NaN    NaN    0.000   0.0000   0.000
        NaN                     258A-                                CARPETASDENAVIDAD              HF      HOGAR    NaN    0.000  24.2500  23.100
        NaN                     259A-                                CARPETASDENAVIDAD              HF      HOGAR    NaN    0.000  24.2500  23.100
        NaN                     267-6                             PAQUETESDEBOLASDEFON              HF     FIESTA    NaN    0.000   0.3300   0.310
        NaN                     267-7                    BOLASDEFON/figurasgeometricas             NaN    ESCOLAR    NaN    0.000   0.5500   0.520
        NaN                     267-9                          BOLASDEFON/sistemasolar             NaN    ESCOLAR    NaN    0.000   0.5500   0.520
        NaN                     26X20                              TUBODEBICICLETANo26             NaN  JUEGUETES    NaN    0.000   1.0500   1.040
        NaN                       275                                      EMGRAPADORA              HF      HOGAR    NaN    0.560   0.7000   0.590
        NaN                     27591                                ANIMALESP/MAQUETA              HF      HOGAR    NaN    0.000   0.8500   0.840
        NaN                27706-SURT                       LENTEJUELASCOLORESSURTIDOS              HF      HOGAR    NaN    0.000   2.2000   2.190
        NaN                      2806                      CORTINASDEFIESTACONDETALLES              HF    NAVIDAD    NaN    0.330   0.5500   0.520
        NaN                      2807                    CORTINADEFIESTACONCORAZONCITO              HF    NAVIDAD    NaN    0.000   0.6000   0.570
        NaN                      2809                        CORTINADEFIESTAMIXCOLORES              HF    NAVIDAD    NaN    0.000   0.5800   0.550
        NaN                      2813                                VASIJASPLASTICAS.              HF      HOGAR    NaN    0.000   1.4800   1.410
        NaN                      2825                             REGLATRIANGULARCHICA              HF      HOGAR    NaN    0.000   0.5600   0.530
        NaN                      2830                           REGLATRIANGULARMEDIANA              HF    ESCOLAR    NaN    0.000   0.7200   0.680
        NaN                      2840                            REGLATRIANGULARGRANDE              HF    ESCOLAR    NaN    0.000   1.5100   1.480
        NaN                     28866                               VEGETALESPLASTICOS             NaN      HOGAR    NaN    0.000   0.9000   0.890
        NaN                  2915-7G.                             PAPELCORRUGADODORADO              HF    ESCOLAR    NaN    0.000   0.3900   0.370
        NaN                  2915-7R.                               PAPELCORRUGADOROJO              HF    ESCOLAR    NaN    0.000   0.3900   0.370
        NaN                  2915-7S.                             PAPELCORRUGADOSILVER              HF    ESCOLAR    NaN    0.000   0.3900   0.370
        NaN                   2916-1.                    CONTACTRANSLISO45cm*3m*0.06mm            H.F.    ESCOLAR    NaN    0.630   0.7900   0.660
        NaN                  2916-10.                   CONTACTRANSLISO45cm*10m*0.06mm            H.F.    ESCOLAR    NaN    1.950   2.4500   2.040
        NaN                 2916-10B.                        CONTACTRANSCONDISEÑO10MTS            H.F.    ESCOLAR    NaN    1.950   2.3700   2.250
        NaN                   2916-1B                    PAPELCONTACTRANS.DISEÑODE3MTS            H.F.    ESCOLAR    NaN    0.600   0.8000   0.760
        NaN                   2916-2.                   PAPELCONTACTRANS45cm*5m*0.06mm            H.F.    ESCOLAR    NaN    1.000   1.2400   1.180
        NaN                  2916-2B.                     CONTACTRANSP.CONDISEÑODE5MTS            H.F.    ESCOLAR    NaN    1.000   1.2400   1.180
        NaN                    2916-4                           PAPELCONTACLISODE20MTS             NaN    ESCOLAR    NaN    3.750   4.5700   4.350
        NaN                   2916-4B                        PAPELCONTACCONDISENO20MTS             NaN    ESCOLAR    NaN    3.750   4.5700   4.350
        NaN                   2916-5.                   PAPELCONTACTRANS45cm*2m*0.06mm            H.F.    ESCOLAR    NaN    0.420   0.5400   0.450
        NaN                  2916-5B.                   PAPELCONTACTRANP.CONDISEÑO2MTS            H.F.    ESCOLAR    NaN    0.420   0.5400   0.450
        NaN                    2916-7                     PAPELCORRUGADOBRILLANTESURT.             NaN    ESCOLAR    NaN    0.000   0.4600   0.450
